,order_id,product_id_ord,order_amount,day_of_week,quality_assessment,region,number_product
503,504,91,2377.0415503557633,0,4,Sverdlovsk region,9
504,505,76,3479.8189685617717,0,2,Novosibirsk region,10
505,506,24,11057.415949130127,1,6,Moscow,13
506,507,15,299.79442682160163,0,2,Moscow region,6
507,508,35,1123.91035220221,0,1,Leningrad region,7
508,509,86,103.47277643616286,0,1,Sverdlovsk region,10
509,510,60,3209.275411902527,0,1,Novosibirsk region,6
510,511,62,11932.268584253756,1,6,Moscow,4
511,512,86,103.47277643616286,0,5,Moscow region,12
512,513,34,1835.1835368623247,0,2,Leningrad region,1
513,514,50,7574.6620600965925,1,7,Sverdlovsk region,8
514,515,91,2377.0415503557633,0,1,Novosibirsk region,14
515,516,36,260.2967766012207,0,5,Moscow,5
516,517,44,5984.022234825102,1,10,Moscow region,13
517,518,2,3351.826048509307,0,3,Leningrad region,4
518,519,85,5357.659968395543,1,6,Sverdlovsk region,3
519,520,66,1510.729934348859,0,5,Novosibirsk region,6
520,521,21,116.635777911937,0,1,Moscow,1
521,522,53,20608.7700299446,1,8,Moscow region,1
522,523,11,166.04204426548068,0,6,Leningrad region,8
523,524,10,930.2902909719237,0,3,Sverdlovsk region,6
524,525,6,312.3670604397639,0,5,Novosibirsk region,8
525,526,51,2626.6788336699783,0,5,Moscow,1
526,527,5,635.7663952132939,0,4,Moscow region,7
527,528,6,312.3670604397639,0,3,Leningrad region,2
528,529,55,357.57227259671777,0,2,Sverdlovsk region,13
529,530,30,3098.325990666074,0,3,Novosibirsk region,8
530,531,6,312.3670604397639,0,3,Moscow,6
531,532,3,1259.5067823665365,0,6,Moscow region,12
532,533,77,16405.18138236295,1,8,Leningrad region,3
533,534,47,1582.5156202485107,0,3,Sverdlovsk region,1
534,535,92,837.3007368437757,0,2,Novosibirsk region,5
535,536,20,868.5765842056575,0,4,Moscow,14
536,537,23,1359.1018453504219,0,5,Moscow region,13
537,538,33,4806.03792245232,1,7,Leningrad region,6
538,539,55,357.57227259671777,0,6,Sverdlovsk region,3
539,540,69,1180.2669251895509,0,2,Novosibirsk region,7
540,541,24,11057.415949130127,1,9,Moscow,9
541,542,53,20608.7700299446,1,8,Moscow region,3
542,543,58,8681.774695722743,1,3,Leningrad region,12
543,544,8,1036.4985586856592,0,2,Sverdlovsk region,11
544,545,38,11061.179429889095,1,7,Novosibirsk region,1
545,546,35,1123.91035220221,0,3,Moscow,14
546,547,70,5898.278813520219,1,6,Moscow region,8
547,548,15,299.79442682160163,0,3,Leningrad region,12
548,549,76,3479.8189685617717,0,6,Sverdlovsk region,4
549,550,60,3209.275411902527,0,3,Novosibirsk region,11
550,551,99,1017.402259832958,0,6,Moscow,10
551,552,69,1180.2669251895509,0,2,Moscow region,6
552,553,59,1113.7181271920028,0,1,Leningrad region,7
553,554,65,201.01729424773487,0,4,Sverdlovsk region,6
554,555,60,3209.275411902527,0,1,Novosibirsk region,2
555,556,90,4111.041882085058,1,4,Moscow,6
556,557,19,3064.0454424424356,0,4,Moscow region,7
557,558,32,1664.396055731571,0,3,Leningrad region,1
558,559,58,8681.774695722743,1,5,Sverdlovsk region,7
559,560,11,166.04204426548068,0,4,Novosibirsk region,6
560,561,19,3064.0454424424356,0,1,Moscow,8
561,562,9,4944.032213587976,1,3,Moscow region,13
562,563,29,2654.7088415145663,0,2,Leningrad region,11
563,564,43,4529.601785201896,1,7,Sverdlovsk region,10
564,565,87,3288.7307590781784,0,2,Novosibirsk region,6
565,566,71,12846.124526546275,1,7,Moscow,8
566,567,27,995.4748195382215,0,1,Moscow region,6
567,568,48,1283.356059749658,0,6,Leningrad region,4
568,569,71,12846.124526546275,1,10,Sverdlovsk region,10
569,570,86,103.47277643616286,0,6,Novosibirsk region,1
570,571,33,4806.03792245232,1,6,Moscow,3
571,572,25,8267.099390506328,1,9,Moscow region,6
572,573,85,5357.659968395543,1,6,Leningrad region,2
573,574,49,1079.8649953162285,0,6,Sverdlovsk region,11
574,575,9,4944.032213587976,1,6,Novosibirsk region,9
575,576,96,2936.6833128395147,0,3,Moscow,9
576,577,46,6284.403882827816,1,5,Moscow region,7
577,578,95,10055.732465470695,1,3,Leningrad region,5
578,579,43,4529.601785201896,1,6,Sverdlovsk region,7
579,580,11,166.04204426548068,0,6,Novosibirsk region,9
580,581,64,8203.568153534587,1,10,Moscow,5
581,582,34,1835.1835368623247,0,3,Moscow region,11
582,583,44,5984.022234825102,1,8,Leningrad region,14
583,584,19,3064.0454424424356,0,2,Sverdlovsk region,4
584,585,85,5357.659968395543,1,8,Novosibirsk region,4
585,586,69,1180.2669251895509,0,3,Moscow,5
586,587,30,3098.325990666074,0,4,Moscow region,10
587,588,22,8658.54681068168,1,6,Leningrad region,5
588,589,71,12846.124526546275,1,9,Sverdlovsk region,3
589,590,20,868.5765842056575,0,3,Novosibirsk region,7
590,591,4,289.23800825574665,0,3,Moscow,13
591,592,69,1180.2669251895509,0,5,Moscow region,13
592,593,13,3820.9618394109816,1,10,Leningrad region,8
593,594,32,1664.396055731571,0,5,Sverdlovsk region,10
594,595,77,16405.18138236295,1,10,Novosibirsk region,11
595,596,20,868.5765842056575,0,3,Moscow,1
596,597,98,796.1216275524662,0,6,Moscow region,3
597,598,17,1507.195900611043,0,2,Leningrad region,9
598,599,66,1510.729934348859,0,6,Sverdlovsk region,9
599,600,5,635.7663952132939,0,1,Novosibirsk region,11
600,601,50,7574.6620600965925,1,3,Moscow,11
601,602,37,1253.1144914416623,0,2,Moscow region,7
602,603,14,1056.0474726593802,0,6,Leningrad region,4
603,604,48,1283.356059749658,0,5,Sverdlovsk region,10
604,605,73,604.0496269970082,0,3,Novosibirsk region,6
605,606,35,1123.91035220221,0,3,Moscow,2
606,607,80,2841.394938277023,0,3,Moscow region,2
607,608,54,131.76052473491197,0,6,Leningrad region,8
608,609,53,20608.7700299446,1,7,Sverdlovsk region,12
609,610,10,930.2902909719237,0,4,Novosibirsk region,9
610,611,8,1036.4985586856592,0,3,Moscow,10
611,612,67,30.19304199674977,0,1,Moscow region,2
612,613,92,837.3007368437757,0,6,Leningrad region,4
613,614,87,3288.7307590781784,0,2,Sverdlovsk region,6
614,615,86,103.47277643616286,0,1,Novosibirsk region,6
615,616,15,299.79442682160163,0,5,Moscow,13
616,617,59,1113.7181271920028,0,3,Moscow region,7
617,618,41,956.7395900644001,0,6,Leningrad region,1
618,619,87,3288.7307590781784,0,2,Sverdlovsk region,1
619,620,1,3440.1265150597756,0,6,Novosibirsk region,2
620,621,45,4712.86138473949,1,7,Moscow,3
621,622,11,166.04204426548068,0,1,Moscow region,9
622,623,81,815.9342807184619,0,1,Leningrad region,7
623,624,44,5984.022234825102,1,9,Sverdlovsk region,11
624,625,3,1259.5067823665365,0,6,Novosibirsk region,9
625,626,57,1250.7300733236812,0,1,Moscow,3
626,627,87,3288.7307590781784,0,4,Moscow region,7
627,628,22,8658.54681068168,1,4,Leningrad region,4
628,629,10,930.2902909719237,0,5,Sverdlovsk region,1
629,630,31,683.0752997378595,0,1,Novosibirsk region,10
630,631,86,103.47277643616286,0,6,Moscow,6
631,632,52,2884.931130543534,0,5,Moscow region,12
632,633,77,16405.18138236295,1,10,Leningrad region,14
633,634,84,228.79879303505825,0,4,Sverdlovsk region,9
634,635,31,683.0752997378595,0,6,Novosibirsk region,12
635,636,50,7574.6620600965925,1,6,Moscow,13
636,637,27,995.4748195382215,0,3,Moscow region,4
637,638,8,1036.4985586856592,0,1,Leningrad region,5
638,639,14,1056.0474726593802,0,3,Sverdlovsk region,7
639,640,21,116.635777911937,0,1,Novosibirsk region,1
640,641,50,7574.6620600965925,1,6,Moscow,10
641,642,20,868.5765842056575,0,2,Moscow region,8
642,643,51,2626.6788336699783,0,3,Leningrad region,10
643,644,2,3351.826048509307,0,1,Sverdlovsk region,5
644,645,27,995.4748195382215,0,3,Novosibirsk region,4
645,646,84,228.79879303505825,0,6,Moscow,10
646,647,47,1582.5156202485107,0,3,Moscow region,1
647,648,16,5771.883307906414,1,8,Leningrad region,2
648,649,76,3479.8189685617717,0,6,Sverdlovsk region,13
649,650,14,1056.0474726593802,0,1,Novosibirsk region,2
650,651,22,8658.54681068168,1,10,Moscow,2
651,652,91,2377.0415503557633,0,1,Moscow region,1
652,653,84,228.79879303505825,0,4,Leningrad region,12
653,654,24,11057.415949130127,1,7,Sverdlovsk region,3
654,655,1,3440.1265150597756,0,3,Novosibirsk region,10
655,656,2,3351.826048509307,0,2,Moscow,9
656,657,38,11061.179429889095,1,6,Moscow region,7
657,658,35,1123.91035220221,0,1,Leningrad region,7
658,659,16,5771.883307906414,1,4,Sverdlovsk region,3
659,660,66,1510.729934348859,0,5,Novosibirsk region,6
660,661,27,995.4748195382215,0,4,Moscow,14
661,662,29,2654.7088415145663,0,4,Moscow region,14
662,663,15,299.79442682160163,0,3,Leningrad region,10
663,664,69,1180.2669251895509,0,1,Sverdlovsk region,3
664,665,15,299.79442682160163,0,1,Novosibirsk region,6
665,666,67,30.19304199674977,0,2,Moscow,6
666,667,46,6284.403882827816,1,4,Moscow region,13
667,668,70,5898.278813520219,1,6,Leningrad region,13
668,669,52,2884.931130543534,0,5,Sverdlovsk region,4
669,670,67,30.19304199674977,0,3,Novosibirsk region,13
670,671,88,94.27268159286189,0,6,Moscow,2
671,672,40,16862.020253670034,1,8,Moscow region,14
672,673,51,2626.6788336699783,0,2,Leningrad region,6
673,674,16,5771.883307906414,1,4,Sverdlovsk region,3
674,675,41,956.7395900644001,0,5,Novosibirsk region,12
675,676,12,2679.543413943801,0,6,Moscow,4
676,677,63,301.48130882130977,0,4,Moscow region,14
677,678,72,19776.443678516436,1,6,Leningrad region,8
678,679,54,131.76052473491197,0,2,Sverdlovsk region,14
679,680,77,16405.18138236295,1,3,Novosibirsk region,14
680,681,45,4712.86138473949,1,3,Moscow,9
681,682,34,1835.1835368623247,0,5,Moscow region,1
682,683,71,12846.124526546275,1,3,Leningrad region,6
683,684,25,8267.099390506328,1,8,Sverdlovsk region,14
684,685,25,8267.099390506328,1,10,Novosibirsk region,10
685,686,17,1507.195900611043,0,6,Moscow,2
686,687,75,620.7347474720593,0,5,Moscow region,1
687,688,80,2841.394938277023,0,6,Leningrad region,12
688,689,30,3098.325990666074,0,3,Sverdlovsk region,4
689,690,31,683.0752997378595,0,2,Novosibirsk region,12
690,691,23,1359.1018453504219,0,3,Moscow,5
691,692,31,683.0752997378595,0,4,Moscow region,9
692,693,68,671.4580874340995,0,2,Leningrad region,8
693,694,68,671.4580874340995,0,4,Sverdlovsk region,2
694,695,49,1079.8649953162285,0,1,Novosibirsk region,2
695,696,13,3820.9618394109816,1,8,Moscow,12
696,697,46,6284.403882827816,1,3,Moscow region,12
697,698,31,683.0752997378595,0,3,Leningrad region,2
698,699,35,1123.91035220221,0,2,Sverdlovsk region,5
699,700,89,2916.673528383257,0,2,Novosibirsk region,7
700,701,87,3288.7307590781784,0,3,Moscow,11
701,702,57,1250.7300733236812,0,4,Moscow region,6
702,703,41,956.7395900644001,0,5,Leningrad region,1
703,704,29,2654.7088415145663,0,1,Sverdlovsk region,12
704,705,91,2377.0415503557633,0,3,Novosibirsk region,1
705,706,8,1036.4985586856592,0,1,Moscow,3
706,707,60,3209.275411902527,0,6,Moscow region,13
707,708,6,312.3670604397639,0,1,Leningrad region,5
708,709,98,796.1216275524662,0,4,Sverdlovsk region,12
709,710,58,8681.774695722743,1,4,Novosibirsk region,8
710,711,48,1283.356059749658,0,5,Moscow,2
711,712,69,1180.2669251895509,0,1,Moscow region,5
712,713,64,8203.568153534587,1,3,Leningrad region,10
713,714,54,131.76052473491197,0,3,Sverdlovsk region,10
714,715,28,1202.0860092482405,0,2,Novosibirsk region,14
715,716,23,1359.1018453504219,0,3,Moscow,7
716,717,53,20608.7700299446,1,7,Moscow region,10
717,718,72,19776.443678516436,1,9,Leningrad region,7
718,719,22,8658.54681068168,1,4,Sverdlovsk region,13
719,720,99,1017.402259832958,0,6,Novosibirsk region,8
720,721,54,131.76052473491197,0,4,Moscow,3
721,722,2,3351.826048509307,0,3,Moscow region,7
722,723,19,3064.0454424424356,0,3,Leningrad region,3
723,724,47,1582.5156202485107,0,1,Sverdlovsk region,3
724,725,82,1729.5199502744192,0,5,Novosibirsk region,11
725,726,6,312.3670604397639,0,5,Moscow,2
726,727,51,2626.6788336699783,0,3,Moscow region,8
727,728,71,12846.124526546275,1,7,Leningrad region,6
728,729,88,94.27268159286189,0,2,Sverdlovsk region,4
729,730,57,1250.7300733236812,0,5,Novosibirsk region,2
730,731,24,11057.415949130127,1,7,Moscow,6
731,732,39,1632.4448660204691,0,2,Moscow region,2
732,733,86,103.47277643616286,0,6,Leningrad region,5
733,734,3,1259.5067823665365,0,2,Sverdlovsk region,4
734,735,42,271.9352393966777,0,6,Novosibirsk region,10
735,736,91,2377.0415503557633,0,2,Moscow,13
736,737,16,5771.883307906414,1,10,Moscow region,4
737,738,83,225.93281829143814,0,1,Leningrad region,14
738,739,86,103.47277643616286,0,4,Sverdlovsk region,4
739,740,60,3209.275411902527,0,3,Novosibirsk region,6
740,741,93,5311.341568789805,1,4,Moscow,8
741,742,96,2936.6833128395147,0,3,Moscow region,8
742,743,18,9425.1432212045,1,8,Leningrad region,9
743,744,4,289.23800825574665,0,4,Sverdlovsk region,13
744,745,47,1582.5156202485107,0,4,Novosibirsk region,8
745,746,48,1283.356059749658,0,1,Moscow,13
746,747,52,2884.931130543534,0,3,Moscow region,10
747,748,72,19776.443678516436,1,8,Leningrad region,12
748,749,74,15803.664670503786,1,9,Sverdlovsk region,10
749,750,31,683.0752997378595,0,2,Novosibirsk region,14
750,751,68,671.4580874340995,0,2,Moscow,11
751,752,64,8203.568153534587,1,6,Moscow region,5
752,753,78,428.5518808724182,0,5,Leningrad region,8
753,754,48,1283.356059749658,0,2,Sverdlovsk region,9
754,755,7,4844.7768573382355,1,10,Novosibirsk region,14
755,756,51,2626.6788336699783,0,4,Moscow,11
756,757,13,3820.9618394109816,1,9,Moscow region,8
757,758,34,1835.1835368623247,0,5,Leningrad region,13
758,759,56,2852.9518771096864,0,1,Sverdlovsk region,1
759,760,47,1582.5156202485107,0,3,Novosibirsk region,13
760,761,51,2626.6788336699783,0,2,Moscow,8
761,762,58,8681.774695722743,1,7,Moscow region,5
762,763,92,837.3007368437757,0,4,Leningrad region,14
763,764,31,683.0752997378595,0,4,Sverdlovsk region,1
764,765,56,2852.9518771096864,0,2,Novosibirsk region,14
765,766,98,796.1216275524662,0,6,Moscow,2
766,767,60,3209.275411902527,0,2,Moscow region,8
767,768,20,868.5765842056575,0,3,Leningrad region,10
768,769,27,995.4748195382215,0,2,Sverdlovsk region,7
769,770,64,8203.568153534587,1,10,Novosibirsk region,2
770,771,55,357.57227259671777,0,3,Moscow,5
771,772,65,201.01729424773487,0,2,Moscow region,14
772,773,68,671.4580874340995,0,5,Leningrad region,7
773,774,14,1056.0474726593802,0,2,Sverdlovsk region,5
774,775,12,2679.543413943801,0,5,Novosibirsk region,9
775,776,51,2626.6788336699783,0,1,Moscow,1
776,777,40,16862.020253670034,1,10,Moscow region,12
777,778,73,604.0496269970082,0,5,Leningrad region,6
778,779,7,4844.7768573382355,1,3,Sverdlovsk region,11
779,780,22,8658.54681068168,1,5,Novosibirsk region,1
780,781,71,12846.124526546275,1,6,Moscow,7
781,782,20,868.5765842056575,0,5,Moscow region,12
782,783,81,815.9342807184619,0,3,Leningrad region,7
783,784,30,3098.325990666074,0,3,Sverdlovsk region,14
784,785,18,9425.1432212045,1,9,Novosibirsk region,12
785,786,73,604.0496269970082,0,3,Moscow,2
786,787,65,201.01729424773487,0,2,Moscow region,5
787,788,5,635.7663952132939,0,4,Leningrad region,8
788,789,47,1582.5156202485107,0,5,Sverdlovsk region,6
789,790,15,299.79442682160163,0,2,Novosibirsk region,14
790,791,61,347.3315263615517,0,4,Moscow,8
791,792,76,3479.8189685617717,0,4,Moscow region,13
792,793,99,1017.402259832958,0,6,Leningrad region,2
793,794,44,5984.022234825102,1,4,Sverdlovsk region,12
794,795,48,1283.356059749658,0,1,Novosibirsk region,13
795,796,35,1123.91035220221,0,4,Moscow,4
796,797,31,683.0752997378595,0,5,Moscow region,7
797,798,76,3479.8189685617717,0,4,Leningrad region,10
798,799,77,16405.18138236295,1,8,Sverdlovsk region,2
799,800,46,6284.403882827816,1,7,Novosibirsk region,10
800,801,37,1253.1144914416623,0,5,Moscow,13
801,802,90,4111.041882085058,1,7,Moscow region,11
802,803,14,1056.0474726593802,0,6,Leningrad region,6
803,804,90,4111.041882085058,1,10,Sverdlovsk region,2
804,805,17,1507.195900611043,0,1,Novosibirsk region,9
805,806,89,2916.673528383257,0,5,Moscow,2
806,807,63,301.48130882130977,0,1,Moscow region,8
807,808,69,1180.2669251895509,0,3,Leningrad region,8
808,809,90,4111.041882085058,1,5,Sverdlovsk region,5
809,810,44,5984.022234825102,1,8,Novosibirsk region,6
810,811,41,956.7395900644001,0,3,Moscow,6
811,812,88,94.27268159286189,0,3,Moscow region,1
812,813,41,956.7395900644001,0,1,Leningrad region,2
813,814,4,289.23800825574665,0,5,Sverdlovsk region,10
814,815,19,3064.0454424424356,0,1,Novosibirsk region,1
815,816,72,19776.443678516436,1,3,Moscow,2
816,817,60,3209.275411902527,0,5,Moscow region,10
817,818,23,1359.1018453504219,0,3,Leningrad region,7
818,819,90,4111.041882085058,1,10,Sverdlovsk region,3
819,820,58,8681.774695722743,1,6,Novosibirsk region,9
820,821,93,5311.341568789805,1,4,Moscow,14
821,822,43,4529.601785201896,1,8,Moscow region,14
822,823,22,8658.54681068168,1,6,Leningrad region,9
823,824,40,16862.020253670034,1,7,Sverdlovsk region,9
824,825,63,301.48130882130977,0,4,Novosibirsk region,6
825,826,3,1259.5067823665365,0,1,Moscow,6
826,827,20,868.5765842056575,0,4,Moscow region,5
827,828,69,1180.2669251895509,0,2,Leningrad region,12
828,829,99,1017.402259832958,0,6,Sverdlovsk region,3
829,830,46,6284.403882827816,1,3,Novosibirsk region,13
830,831,33,4806.03792245232,1,4,Moscow,9
831,832,39,1632.4448660204691,0,3,Moscow region,13
832,833,83,225.93281829143814,0,4,Leningrad region,8
833,834,87,3288.7307590781784,0,2,Sverdlovsk region,3
834,835,83,225.93281829143814,0,2,Novosibirsk region,3
835,836,18,9425.1432212045,1,8,Moscow,10
836,837,60,3209.275411902527,0,1,Moscow region,8
837,838,20,868.5765842056575,0,1,Leningrad region,10
838,839,54,131.76052473491197,0,4,Sverdlovsk region,4
839,840,50,7574.6620600965925,1,7,Novosibirsk region,5
840,841,4,289.23800825574665,0,1,Moscow,12
841,842,13,3820.9618394109816,1,7,Moscow region,3
842,843,95,10055.732465470695,1,7,Leningrad region,11
843,844,14,1056.0474726593802,0,2,Sverdlovsk region,6
844,845,81,815.9342807184619,0,5,Novosibirsk region,10
845,846,43,4529.601785201896,1,3,Moscow,14
846,847,20,868.5765842056575,0,4,Moscow region,10
847,848,36,260.2967766012207,0,5,Leningrad region,11
848,849,5,635.7663952132939,0,3,Sverdlovsk region,13
849,850,51,2626.6788336699783,0,3,Novosibirsk region,8
850,851,90,4111.041882085058,1,3,Moscow,8
851,852,38,11061.179429889095,1,5,Moscow region,6
852,853,5,635.7663952132939,0,3,Leningrad region,7
853,854,90,4111.041882085058,1,8,Sverdlovsk region,7
854,855,73,604.0496269970082,0,4,Novosibirsk region,6
855,856,16,5771.883307906414,1,6,Moscow,12
856,857,64,8203.568153534587,1,10,Moscow region,10
857,858,30,3098.325990666074,0,2,Leningrad region,2
858,859,58,8681.774695722743,1,3,Sverdlovsk region,6
859,860,60,3209.275411902527,0,4,Novosibirsk region,14
860,861,41,956.7395900644001,0,1,Moscow,1
861,862,75,620.7347474720593,0,2,Moscow region,5
862,863,93,5311.341568789805,1,10,Leningrad region,13
863,864,92,837.3007368437757,0,6,Sverdlovsk region,12
864,865,42,271.9352393966777,0,6,Novosibirsk region,11
865,866,36,260.2967766012207,0,5,Moscow,11
866,867,56,2852.9518771096864,0,1,Moscow region,6
867,868,13,3820.9618394109816,1,8,Leningrad region,10
868,869,7,4844.7768573382355,1,5,Sverdlovsk region,12
869,870,7,4844.7768573382355,1,10,Novosibirsk region,6
870,871,89,2916.673528383257,0,3,Moscow,10
871,872,96,2936.6833128395147,0,6,Moscow region,3
872,873,1,3440.1265150597756,0,4,Leningrad region,3
873,874,33,4806.03792245232,1,8,Sverdlovsk region,9
874,875,65,201.01729424773487,0,3,Novosibirsk region,5
875,876,83,225.93281829143814,0,1,Moscow,11
876,877,48,1283.356059749658,0,4,Moscow region,7
877,878,71,12846.124526546275,1,10,Leningrad region,2
878,879,95,10055.732465470695,1,3,Sverdlovsk region,6
879,880,60,3209.275411902527,0,1,Novosibirsk region,2
880,881,38,11061.179429889095,1,5,Moscow,6
881,882,95,10055.732465470695,1,9,Moscow region,10
882,883,95,10055.732465470695,1,10,Leningrad region,5
883,884,16,5771.883307906414,1,3,Sverdlovsk region,13
884,885,41,956.7395900644001,0,6,Novosibirsk region,1
885,886,93,5311.341568789805,1,10,Moscow,3
886,887,40,16862.020253670034,1,6,Moscow region,7
887,888,86,103.47277643616286,0,1,Leningrad region,3
888,889,47,1582.5156202485107,0,4,Sverdlovsk region,13
889,890,10,930.2902909719237,0,2,Novosibirsk region,1
890,891,48,1283.356059749658,0,5,Moscow,9
